image,original_split,sample_kind,scene_group,assigned_split,objects,class_counts
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250405-469-277-L00000099304-CCD18_4_crop6.jpg,train,official,sat:01-pan-20250405-469-277-l00000099304,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250405-469-277-L00000099304-CCD19_4_crop1.jpg,train,official,sat:01-pan-20250405-469-277-l00000099304,train,1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250405-469-277-L00000099304-CCD19_5_crop1.jpg,train,official,sat:01-pan-20250405-469-277-l00000099304,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250405-469-277-L00000099304-CCD19_5_crop2.jpg,train,official,sat:01-pan-20250405-469-277-l00000099304,train,2,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250405-469-277-L00000099304-CCD19_5_crop3.jpg,train,official,sat:01-pan-20250405-469-277-l00000099304,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250406-463-326-L00000099680-CCD14_1_crop1.jpg,train,official,sat:01-pan-20250406-463-326-l00000099680,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250406-463-326-L00000099680-CCD14_2_crop1.jpg,train,official,sat:01-pan-20250406-463-326-l00000099680,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250406-463-326-L00000099680-CCD14_2_crop2.jpg,train,official,sat:01-pan-20250406-463-326-l00000099680,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250406-463-326-L00000099680-CCD14_2_crop3.jpg,train,official,sat:01-pan-20250406-463-326-l00000099680,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-194-L00000100137-CCD13_1_crop2.jpg,train,official,sat:01-pan-20250407-169-194-l00000100137,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-194-L00000100137-CCD13_1_crop3.jpg,train,official,sat:01-pan-20250407-169-194-l00000100137,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-194-L00000100137-CCD13_1_crop4.jpg,train,official,sat:01-pan-20250407-169-194-l00000100137,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-194-L00000100137-CCD13_1_crop5.jpg,train,official,sat:01-pan-20250407-169-194-l00000100137,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-194-L00000100137-CCD13_1_crop6.jpg,train,official,sat:01-pan-20250407-169-194-l00000100137,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-194-L00000100137-CCD13_1_crop7.jpg,train,official,sat:01-pan-20250407-169-194-l00000100137,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-201-L00000100241-CCD9_1_crop1.jpg,train,official,sat:01-pan-20250407-169-201-l00000100241,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-201-L00000100241-CCD9_1_crop2.jpg,train,official,sat:01-pan-20250407-169-201-l00000100241,train,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-169-201-L00000100241-CCD9_1_crop3.jpg,train,official,sat:01-pan-20250407-169-201-l00000100241,train,4,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop10.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop11.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop12.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,4,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop14.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop15.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop18.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop2.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,8,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop3.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop4.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,4,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop6.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop7.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_4_crop9.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_5_crop1.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_5_crop2.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_5_crop3.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_5_crop4.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_5_crop5.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_5_crop7.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_5_crop8.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_6_crop2.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_6_crop3.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_6_crop4.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-301-L00000100047-CCD1_6_crop5.jpg,train,official,sat:01-pan-20250407-456-301-l00000100047,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD5_6_crop1.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD5_6_crop2.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,5,"[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD5_6_crop3.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD5_6_crop4.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD5_6_crop6.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD5_6_crop7.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD6_6_crop1.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD6_6_crop2.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD6_6_crop4.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-303-L00000100049-CCD6_6_crop5.jpg,train,official,sat:01-pan-20250407-456-303-l00000100049,train,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD10_3_crop1.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_3_crop1.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_3_crop2.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_3_crop3.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_3_crop4.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_3_crop5.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_4_crop1.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_4_crop2.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,3,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_4_crop3.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_4_crop5.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD11_4_crop6.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD13_3_crop1.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD13_3_crop2.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,5,"[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD13_3_crop3.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD14_3_crop1.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,3,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD14_3_crop3.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,5,"[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD14_3_crop4.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD14_3_crop5.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,2,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD14_4_crop1.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD14_4_crop2.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD14_4_crop3.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD15_2_crop1.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,9,"[0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD15_2_crop2.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,4,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD15_2_crop3.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
/root/autodl-tmp/TZB2026_RS-CalYOLO26x/data_v2/images/train/01-PAN-20250407-456-304-L00000100050-CCD15_3_crop1.jpg,train,official,sat:01-pan-20250407-456-304-l00000100050,validation,1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
